age,total_orders,total_quantity,total_revenue,avg_order_value,total_cost,total_profit,avg_profit_margin,avg_discount_percent,total_discount_amount,avg_loyalty_score,original_total_orders_by_customer,avg_product_rating,avg_product_reviews,avg_delivery_days,avg_shipping_cost,avg_customer_rating,avg_session_duration,avg_pages_visited,avg_fraud_risk,weekend_order_rate,installment_plan_rate,coupon_used_rate,abandoned_cart_rate,support_ticket_rate,customer_tenure_days,days_since_last_order,active_customer_days,order_frequency,revenue_per_order,profit_per_order,revenue_per_day,profit_margin_real,gender_Male,customer_segment_Regular,customer_segment_VIP,country_Belgium,country_Canada,country_France,country_Germany,country_Italy,country_Netherlands,country_Spain,country_United Kingdom,country_United States,city_Amsterdam,city_Antwerp,city_Barcelona,city_Berlin,city_Bilbao,city_Birmingham,city_Brisbane,city_Bruges,city_Brussels,city_Calgary,city_Chicago,city_Cologne,city_Eindhoven,city_Florence,city_Frankfurt,city_Ghent,city_Glasgow,city_Hamburg,city_Houston,city_Leeds,city_Liege,city_London,city_Los Angeles,city_Lyon,city_Madrid,city_Manchester,city_Marseille,city_Melbourne,city_Milan,city_Montreal,city_Munich,city_Naples,city_New York,city_Nice,city_Ottawa,city_Paris,city_Perth,city_Phoenix,city_Rome,city_Rotterdam,city_Seville,city_Sydney,city_The Hague,city_Toronto,city_Toulouse,city_Turin,city_Utrecht,city_Valencia,city_Vancouver,main_order_status_Completed,main_order_status_Pending,main_order_status_Processing,main_order_status_Returned,main_payment_method_Bank Transfer,main_payment_method_Credit Card,main_payment_method_Debit Card,main_payment_method_PayPal,main_payment_status_Paid,main_payment_status_Pending,main_shipping_method_Express,main_shipping_method_Next Day,main_shipping_method_Standard,main_delivery_status_Failed,main_delivery_status_In Transit,main_delivery_status_Pending,main_review_sentiment_Neutral,main_review_sentiment_Positive,main_campaign_source_Email,main_campaign_source_Facebook,main_campaign_source_Google Ads,main_campaign_source_Instagram,main_campaign_source_Organic,main_device_type_Mobile,main_device_type_Tablet,main_traffic_source_Email,main_traffic_source_Referral,main_traffic_source_Search,main_traffic_source_Social,main_category_Electronics,main_category_Health,main_category_Home,main_category_Sports,main_sub_category_Appliances,main_sub_category_Audio,main_sub_category_Bedding,main_sub_category_Cameras,main_sub_category_Decor,main_sub_category_Fitness,main_sub_category_Furniture,main_sub_category_Gym Equipment,main_sub_category_Kids Wear,main_sub_category_Kitchen,main_sub_category_Laptops,main_sub_category_Medical Devices,main_sub_category_Mens Wear,main_sub_category_Outdoor,main_sub_category_Personal Care,main_sub_category_Shoes,main_sub_category_Smartphones,main_sub_category_Sports Wear,main_sub_category_Supplements,main_sub_category_Tablets,main_sub_category_Womens Wear,main_brand_Anker,main_brand_Apple,main_brand_Asus,main_brand_Baseus,main_brand_Canon,main_brand_Dell,main_brand_Fitbit,main_brand_GoPro,main_brand_HP,main_brand_Huawei,main_brand_JBL,main_brand_Lenovo,main_brand_Logitech,main_brand_Nike,main_brand_Nikon,main_brand_Philips,main_brand_Samsung,main_brand_Sony,main_brand_Xiaomi,main_order_priority_Low,main_order_priority_Medium
30,1,5,692.5,692.5,319.1,373.4,53.92,0.0,0.0,23.7,24,3.4,3135.0,13.0,16.0,2.0,15.7,10.0,43.5,1.0,1.0,1.0,0.0,0.0,1231,162,1,1.0,692.5,373.4,0.5625507717303005,0.5392057761732851,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
30,1,5,633.89,633.89,369.8,264.09,41.66,5.0,33.36,6.1,29,4.7,824.0,1.0,2.48,5.0,52.2,19.0,56.8,0.0,0.0,0.0,0.0,0.0,1424,634,1,1.0,633.89,264.09,0.44514747191011234,0.41661802520942115,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
70,1,3,81.26,81.26,50.04,31.22,38.42,20.0,20.32,28.5,4,3.5,4899.0,11.0,7.28,3.0,17.0,11.0,69.5,0.0,0.0,1.0,1.0,1.0,1306,406,1,1.0,81.26,31.22,0.06222052067381317,0.38419886783165147,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
30,1,1,55.84,55.84,29.95,25.89,46.36,20.0,13.96,51.5,29,3.7,1468.0,8.0,24.05,3.0,27.3,8.0,46.9,0.0,0.0,0.0,0.0,1.0,1187,553,1,1.0,55.84,25.89,0.0470429654591407,0.46364613180515757,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75,1,5,434.05,434.05,235.45,198.6,45.76,0.0,0.0,88.8,17,3.7,4857.0,11.0,4.28,4.0,28.0,7.0,60.0,0.0,1.0,0.0,0.0,1.0,550,536,1,1.0,434.05,198.6,0.7891818181818182,0.4575509733901624,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
49,1,5,476.41,476.41,302.5,173.91,36.5,10.0,52.94,38.7,8,3.5,493.0,13.0,9.78,3.0,31.4,19.0,59.3,0.0,0.0,1.0,0.0,0.0,601,412,1,1.0,476.41,173.91,0.7926955074875208,0.3650427153082429,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,1,3,231.27,231.27,110.34,120.93,52.29,0.0,0.0,79.5,7,4.8,1588.0,2.0,23.0,5.0,21.1,19.0,4.5,0.0,0.0,1.0,1.0,0.0,1767,518,1,1.0,231.27,120.93,0.13088285229202037,0.522895317161759,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
67,1,3,406.74,406.74,246.66,160.08,39.36,0.0,0.0,72.0,22,3.7,406.0,3.0,11.19,5.0,25.6,20.0,42.0,1.0,0.0,0.0,0.0,0.0,838,632,1,1.0,406.74,160.08,0.48536992840095466,0.3935683729163594,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
49,1,1,123.36,123.36,76.13,47.23,38.29,15.0,21.77,2.5,43,3.4,4353.0,1.0,8.73,3.0,10.7,2.0,97.8,1.0,0.0,1.0,0.0,0.0,1247,65,1,1.0,123.36,47.23,0.09892542101042502,0.38286316472114135,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
36,1,1,88.16,88.16,80.62,7.54,8.55,25.0,29.39,26.3,16,3.9,897.0,6.0,13.57,3.0,1.3,20.0,15.8,0.0,0.0,1.0,1.0,0.0,955,223,1,1.0,88.16,7.54,0.09231413612565445,0.08552631578947369,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
40,1,2,59.94,59.94,42.22,17.72,29.56,25.0,19.98,30.1,36,4.9,4694.0,10.0,10.35,1.0,23.9,6.0,61.1,0.0,0.0,0.0,1.0,1.0,1725,726,1,1.0,59.94,17.72,0.03474782608695652,0.29562896229562896,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
57,1,2,387.7,387.7,273.84,113.86,29.37,10.0,43.08,9.5,6,3.6,2971.0,11.0,7.05,1.0,16.5,9.0,22.2,0.0,0.0,0.0,1.0,1.0,1796,565,1,1.0,387.7,113.86,0.21586859688195992,0.2936806809388703,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
54,1,2,53.02,53.02,30.7,22.32,42.1,15.0,9.36,59.6,48,3.1,4436.0,7.0,14.74,1.0,2.1,8.0,69.2,0.0,0.0,1.0,1.0,0.0,238,118,1,1.0,53.02,22.32,0.2227731092436975,0.42097321765371554,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
18,1,1,77.54,77.54,37.34,40.2,51.84,5.0,4.08,63.7,24,3.8,3711.0,6.0,17.97,5.0,40.5,16.0,79.0,0.0,0.0,1.0,0.0,0.0,974,60,1,1.0,77.54,40.2,0.07960985626283368,0.5184420944028888,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
38,1,1,286.29,286.29,158.43,127.86,44.66,15.0,50.52,21.1,37,4.8,1672.0,10.0,17.86,2.0,19.3,10.0,44.1,1.0,0.0,0.0,0.0,1.0,1067,58,1,1.0,286.29,127.86,0.26831302717900657,0.4466100806874148,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,1,3,619.01,619.01,463.71,155.3,25.09,15.0,109.24,63.4,2,3.6,3117.0,2.0,17.27,2.0,15.7,16.0,48.7,0.0,0.0,0.0,1.0,1.0,776,158,1,1.0,619.01,155.3,0.7976932989690722,0.2508844768258994,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
29,1,5,1331.85,1331.85,903.75,428.1,32.14,0.0,0.0,99.5,40,4.3,2296.0,3.0,13.14,2.0,58.5,5.0,19.4,0.0,1.0,0.0,0.0,1.0,707,343,1,1.0,1331.85,428.1,1.8838048090523336,0.32143259376055866,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
